代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,上市日期,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
000520,长航凤凰,-2.61,-0.29,3.36,71.18,3.18,水运,交通运输-运输服务,         34.01亿,19931025,-0.09,3.36,         34.01亿,运输业,3.37,251540,8598.67,36.3,2.49,湖北,0.03,7824,3.47,3.49,3.36,3.45,0.66,3.77,3.42,164784,86756,1.9,2447,564,--  ,66.21,--  ,--  ,10.12,-0.31,2629,96,0.0009,-2,-4.27,2.75,5.66,-2.04,3.73,         22.66亿,66.63,40.58,0.86,-- -- ,10,10,14,0.58,1.16,-2.61,-0.87,-3.17,-3.72,0,-1.74,20220819,10.12,--  ,--  ,8.07,5.42,--  ,32.89,3.07,4.94,0,2.22,0.14,0.37,19.61,4.71,4.1,0.32,0,0.32,0.24,0.24,0.23,-26.83,0.92,0.99,78401,8601,2.89万,-29.79,7.13,6.28,37.1,7.21,0,0.024㈡,0.54,1.94,-2.65,0.09,67.11,   4.41㈡,13.14,6.83,5.07,--  ,119,520,--  ,--  ,--  
000521,长虹美菱,-3.54,-0.25,3.81,32.5,16.67,家用电器,可选消费-家用电器,         39.24亿,19931018,-0.14,3.8,         33.37亿,空调,3.81,122302,4742.17,78.39,1.4,安徽,0.01,1385,3.94,3.95,3.77,3.95,1.1,4.56,3.88,69318,52984,1.31,363,176,--  ,25.77,--  ,--  ,8.76,-1.24,2566,48,0.0005,-4,-6.85,-15.89,4.09,5.25,1.95,         23.90亿,60.91,54.16,0.32,空头排列,1,10,10,-0.25,0,-4.56,-1.77,-3.3,-3.54,1.06,-1.77,20220819,10.3,1.48,--  ,165.18,48.46,1.49,69.77,118.76,22.67,9.1,111.42,16.08,22.71,26.7,102.25,90.61,0.62,0.14,0.63,0.73,0.6,0.04,7.43,5.75,-6.22,66228,11710,4.46万,62.48,6.47,0.81,6.82,0.38,1.27,0.060㈡,4.7,2.59,0.72,0.56,29.34,   1.25㈡,11.38,0.61,0.71,2.48,12815,521,--  ,--  ,--  
000523,广州浪奇,-2.99,-0.6,3.24,--  ,58.77,日用化工,日常消费-日用化工,         52.24亿,19931108,-0.1,3.24,         44.61亿,糖制品,3.25,47572,1559.54,3.7,0.35,广东,0,582,3.35,3.35,3.24,3.34,1.06,3.29,3.28,28738,18834,1.53,1171,352,--  ,13.47,--  ,--  ,13.77,-0.69,1198,40,0.0003,-3,-5.25,-3.86,-16.71,-2.99,0.59,         26.29亿,50.32,3.62,0.66,平台整理,9,1,3,0.3,0.3,-2.99,-1.8,-3.28,-3.28,0,-1.2,20220907,16.12,--  ,--  ,23.66,10.07,-0.17,58.18,12.55,7.68,0.58,5.63,2.67,2.12,27.36,13.13,11.97,-0.28,0,-0.29,-0.34,-0.34,-0.33,-33.76,1.19,-1.9,32486,24975,8.09万,48.62,3.78,5.19,43.73,3.98,0,-0.020㈡,0.62,1.7,-2.09,0.07,42.55,  -3.35㈡,8.78,-2.15,-2.59,0.09,850,523,--  ,--  ,--  
000524,岭南控股,0.87,0.19,10.47,--  ,70.13,旅游服务,社会服务-旅游,         70.17亿,19931118,0.09,10.47,         70.16亿,旅游业服务,10.48,159862,16950.73,--  ,2.39,广东,0.03,2366,10.41,10.83,10.26,10.38,1.58,5.49,10.6,70878,88984,0.8,373,162,--  ,46.74,--  ,--  ,6.7,3.17,3167,50,0.0008,4,3.35,15.18,-2.33,40.54,9.13,         18.34亿,26.14,--  ,1.05,KDJ金叉,2,2,8,0.29,4.34,-1.16,2.12,0.58,-3.32,2.05,-1.25,20220824,6.7,--  ,--  ,29.68,21.23,0.17,27.92,14.85,5.02,5.04,7.17,0.13,0.76,12.16,3.74,3.22,-1.06,0.03,-1.06,-1.07,-1,-1.37,-0.3,-0.91,-3.15,37932,4618,4.84万,-5.69,-49.01,3.31,-77.16,18.75,0,-0.150㈡,3.17,1.81,-0.04,-0.14,71.52,  -4.71㈡,13.83,-28.45,-28.48,0.05,4843,524,--  ,--  ,--  
000525,ST红太阳,-3.33,0.06,15.66,7.37,8.63,农药化肥,材料-化工,         90.95亿,19931028,-0.54,15.66,         89.97亿,农药销售,15.67,97082,15469.28,--  ,1.69,江苏,0.02,1308,16.06,16.31,15.6,16.2,1.04,4.38,15.93,54185,42897,1.26,809,323,--  ,132.33,--  ,--  ,5.75,-1.03,2200,44,0.0008,-4,-8.37,-11.22,24.88,77.95,2.59,         58.62亿,64.46,--  ,1.12,-- -- ,10,8,8,-0.86,0.68,-3.7,-1.67,-2.49,-3.99,0.38,-1.67,20220907,5.81,--  ,--  ,104.68,11.61,1.11,87.84,51.56,28.67,4.72,71.35,9.34,9.93,21.55,34.76,20.71,7.51,-0.19,7.22,6.06,6.17,6.25,-18.92,4.43,0.47,27235,13746,21.53万,1923.31,76.95,7.83,20.52,2.62,0,1.063㈡,2,3.71,-3.26,0.76,11.09,  53.15㈡,40.43,21.59,17.42,1.4,3117,525,--  ,--  ,--  
000526,学大教育,-2.05,-0.12,14.81,18.73,147.55,文教休闲,社会服务-文教休闲,         17.44亿,19931101,-0.31,14.8,         16.55亿,教育培训服务费收入,14.81,24105,3641.33,--  ,2.16,福建,0,232,15.21,15.42,14.79,15.12,0.99,4.17,15.11,13855,10250,1.35,28,37,--  ,5.02,--  ,--  ,1.12,0.25,1750,14,0.0012,-3,-6.09,-2.3,-10.68,-22.01,3.38,         10.55亿,60.5,--  ,0.83,MACD死叉,13,5,11,0.6,1.98,-2.18,-0.07,-2.63,-3.96,0.14,-1.98,20220830,1.18,--  ,--  ,31.67,4.77,-0.11,85.31,10.37,1.63,0.39,23.9,0.02,0.29,8.59,10.57,7.34,0.71,-0.01,0.69,0.46,0.47,0.38,-5.08,0.06,-0.9,21722,3280,4.86万,-57.98,-33.2,3.66,300.47,1.65,0,0.395㈡,4.05,7.29,-4.31,0.05,15.05,   9.76㈡,30.52,6.72,4.38,0.13,6713,526,--  ,--  ,--  
000528,柳 工,-3.13,0,5.89,12.01,22.92,工程机械,装备制造-工程机械,        115.15亿,19931118,-0.19,5.89,         56.45亿,土石方机械,5.9,128158,7656.78,11.94,1.34,广西,0,1340,6.07,6.08,5.88,6.08,1.87,3.29,5.97,80538,47620,1.69,469,190,--  ,4.37,--  ,--  ,9.58,-0.82,2634,49,0.0005,-4,-4.7,-5.46,-6.81,-21.99,1.34,         56.45亿,49.03,20.09,0.56,均线粘合,9,5,13,-0.16,0,-3.29,-1.81,-2.97,-3.13,0.17,-1.32,20220830,19.55,--  ,--  ,436.49,155.72,13.55,61.22,311.48,46.06,13.1,226.72,80.7,82.72,60.1,137.67,115.74,5.86,0.5,6.02,4.99,4.79,4.12,67.56,-3.9,12.74,93569,10243,6.03万,-45.71,-17.97,0.74,-29.52,0.84,2.63,0.250㈡,7.97,3.07,3.46,-0.2,35.68,   3.08㈡,15.93,4.26,3.62,3.25,17122,528,--  ,--  ,--  
000529,广弘控股,-0.64,-0.15,6.19,15.34,12.2,出版业,社会服务-传媒娱乐,         36.14亿,19931118,-0.04,6.18,         35.28亿,冻品销售,6.19,52615,3305.46,10.99,0.92,广东,0.01,407,6.25,6.35,6.19,6.23,1.06,2.57,6.28,28898,23717,1.22,150,27,--  ,22.75,--  ,--  ,5.7,1.66,1506,35,0.0006,-3,-5.93,-2.52,-8.29,0.65,2.08,         15.63亿,43.25,12.99,0.84,EXPMA死叉,14,12,2,0.32,1.93,-0.64,0.8,-0.96,-2.52,0,-1.44,20220831,5.84,--  ,--  ,53.3,24.33,1.07,52.35,42.11,1.87,0.98,21.03,4.53,2.74,5.71,19.02,16.3,1.81,0,1.85,1.45,1.18,1.14,9.96,0.61,5.43,38419,6572,4.07万,-30.3,16.12,1.49,59.68,1.9,2.41,0.200㈡,4.17,0.98,1.71,0.1,45.65,   4.84㈡,14.29,9.52,7.63,0.04,1675,529,--  ,--  ,--  
000530,冰山冷热,-2.41,-0.52,5.66,80.7,45.89,机械基件,装备制造-通用机械,         47.73亿,19931208,-0.14,5.65,         33.86亿,工业产品,5.66,266401,15421.72,--  ,4.45,辽宁,0.04,6815,5.8,5.93,5.66,5.8,0.6,4.66,5.79,143394,123007,1.17,1519,452,--  ,108.29,--  ,--  ,5.98,-0.11,3119,85,0.0014,-2,-8.42,-11.42,28.35,0,6.23,         24.18亿,50.67,--  ,1.18,-- -- ,12,8,10,0,2.24,-2.41,-0.17,-2.41,-4.55,0,-2.24,20220913,8.43,2.42,--  ,58.41,30.24,0.46,47.45,32.13,8.32,1.39,24.77,10.54,9.82,7.2,12.92,11.32,0.31,0.84,0.33,0.3,0.3,0.11,6.49,-1.89,-0.89,83130,8045,4.55万,302.74,18.05,1.58,-25.2,3.69,0.17,0.040㈡,3.59,0.85,0.77,-0.22,51.76,   0.98㈡,12.38,2.43,2.31,0.32,2485,530,--  ,--  ,--  
000531,穗恒运Ａ,-5.32,-0.69,7.12,23.42,54,火力发电,能源-电力,         58.53亿,19940106,-0.4,7.11,         58.53亿,电力,7.12,77796,5676.26,38.52,0.95,广东,0,2464,7.53,7.53,7.12,7.52,0.89,5.45,7.3,44377,33419,1.33,117,321,--  ,6.7,--  ,--  ,8.22,-3.02,2283,34,0.0004,-5,-9.53,-14.73,-4.3,-6.68,2.25,         24.62亿,42.06,93.45,0.92,EXPMA死叉,1,10,3,0.13,0.13,-5.32,-2.93,-5.44,-5.44,0,-2.39,20220831,8.22,--  ,--  ,154.3,51.37,4.1,64.06,39.05,36.85,2.96,40.95,2.64,4.97,10.13,19.3,18.27,1.26,3.12,1.32,1.38,1.25,0.42,27.35,-0.84,0,25016,13823,9.84万,-43.01,-1.87,1.14,-70.05,3.03,1.99,0.152㈡,6.25,1.23,3.33,-0.1,33.29,   2.43㈡,5.31,6.55,7.17,0.51,1230,531,--  ,--  ,--  
000532,华金资本,-5.1,-0.09,10.24,51.76,31.33,多元金融,金融-多元金融,         35.30亿,19940103,-0.55,10.24,         35.18亿,电子设备,10.25,39557,4130.36,19.27,1.15,广东,0,1069,10.77,10.77,10.21,10.79,2.01,5.19,10.44,23705,15852,1.5,1189,196,--  ,7.22,--  ,--  ,3.44,-2.79,1663,24,0.0007,-3,-8.16,-12.1,-15.65,-13.59,2.27,         17.82亿,50.48,18.81,0.89,KDJ死叉,7,12,14,-0.19,-0.19,-5.38,-3.24,-4.92,-4.92,0.29,-1.85,20220830,3.45,--  ,--  ,29.63,11.86,1.85,53.72,8.82,1.27,1.7,12.29,2.68,1.63,0.26,3.33,2.27,0.46,0.28,0.47,0.37,0.34,0.33,7.31,0.86,0.02,34537,5038,5.16万,16.11,40.01,2.98,41.06,10.61,0.56,0.099㈡,3.44,0.07,2.12,0.25,40.02,   2.88㈡,31.77,13.92,11.01,0.22,976,532,--  ,--  ,--  
000533,顺钠股份,-2.55,0,3.82,93.73,30.46,电气设备,装备制造-电气设备,         26.39亿,19940103,-0.1,3.81,         26.16亿,变压器系列产品,3.82,122080,4720.47,--  ,1.78,广东,0.01,1238,3.9,3.92,3.82,3.92,0.75,2.55,3.87,68278,53802,1.27,1756,316,--  ,8.5,--  ,--  ,6.85,-0.25,2233,55,0.0008,-3,-7.51,-22.2,4.66,-18.55,2.92,         15.95亿,60.44,--  ,0.89,空头排列,1,10,12,-0.51,0,-2.55,-1.28,-2.05,-2.55,0,-1.28,20220818,6.91,--  ,--  ,24.68,6.97,1.3,66.51,18.83,1.79,2.37,14.13,3.28,10.9,0.41,8.06,6.52,0.26,0,0.3,0.23,0.14,0.09,-1.31,-0.08,-0.16,50288,8303,3.17万,47.07,19.58,3.79,-345.78,3.27,0,0.020㈡,1.01,0.06,-0.19,-0.01,28.23,   2.02㈡,19.07,3.27,2.8,0.32,1245,533,--  ,--  ,--  
000534,万泽股份,0.53,-0.38,15.3,51.38,88.14,生物制药,可选消费-医药,         76.60亿,19940110,0.08,15.3,         75.34亿,金双歧,15.31,55788,8620.01,79.96,1.13,广东,0.01,935,15.41,15.76,15.01,15.22,0.79,4.93,15.45,27128,28660,0.95,237,115,--  ,51.16,--  ,--  ,4.92,2.83,2094,27,0.0005,1,-1.16,7.59,14.52,-14.47,1.89,         45.11亿,58.89,72.08,1.01,KDJ死叉,12,6,14,1.25,3.55,-1.38,1.51,-0.71,-2.92,1.93,-0.99,20220726,5.01,--  ,--  ,23.69,11.44,0.29,50.49,7.45,6.09,2.37,6.79,1.29,2.08,0.79,3.75,0.82,0.95,0,0.94,0.76,0.75,0.62,6.23,-0.22,-0.11,19610,15034,23.00万,16.25,33.78,6.7,-341.7,20.45,0.33,0.150㈡,2.28,0.16,1.24,-0.04,48.27,   6.52㈡,77.99,25.34,20.17,0.28,1038,534,--  ,--  ,--  
000536,华映科技,-3.81,0,2.02,--  ,40.28,元器件,信息产业-元器件,         55.87亿,19931126,-0.08,2.02,         55.81亿,面板业务,2.03,209989,4313.95,--  ,0.76,福建,0,4897,2.1,2.1,2.02,2.1,1.13,3.81,2.05,141437,68552,2.06,213,1128,--  ,6.01,--  ,--  ,27.63,-1.51,2198,96,0.0003,-4,-6.49,-17.56,-5.17,-17.88,1.5,         28.24亿,50.54,--  ,0.65,EXPMA死叉,1,6,3,0,0,-3.81,-2.38,-3.81,-3.81,0,-1.43,20220909,27.66,--  ,--  ,106.79,48.92,1.11,53.15,36.31,64.42,3,42.97,7.43,2.76,85.95,14.2,13.3,-3.54,-0.02,-3.52,-3.58,-3.66,-3.75,-70.38,15.72,11.79,72350,19320,3.90万,-393.77,-8.42,1.14,3.56,3.94,0,-0.132㈡,1.77,3.11,-2.54,0.57,45.81,  -7.48㈡,6.31,-24.95,-25.22,1.2,3150,536,--  ,--  ,--  
