代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
000035,中国天楹,0.71,0.18,5.69,58.11,28.74,环境保护,公用事业-环境保护,        143.60亿,0.04,5.68,        139.60亿,环保设备及其他,5.69,245963,14016.96,19.7,1,江苏,0,1368,5.66,5.78,5.59,5.65,0.62,3.36,5.7,119409,126554,0.94,1693,236,--  ,20.32,--  ,--  ,24.53,0.79,3267,75,0.0003,1,-7.77,-18.25,10.06,-3.72,1.34,        104.31亿,72.64,27.94,1.49,-- -- ,10,5,8,0.18,2.3,-1.06,0.88,0.53,-1.56,1.79,-0.18,20220830,19940408,25.24,--  ,--  ,241.53,103.91,2.28,56.03,51.04,20.19,121.13,60.42,7.4,15.31,83,25.05,20.15,1.42,0.01,1.53,1.21,1.24,1.08,29.4,0.27,-26.8,40670,45074,25.65万,-63.51,-78.15,1.38,538.15,5.73,1.66,0.050㈡,4.12,3.29,1.16,0.01,43.02,   1.19㈡,19.56,5.67,4.85,0.35,15326,35,--  ,--  ,--  
000036,华联控股,0,-0.24,3.95,55.72,16.32,全国地产,建筑地产-房地产,         58.62亿,0,3.95,         58.45亿,房产销售,3.96,55373,2187.78,14.43,0.37,深圳,0,342,3.99,3.99,3.93,3.95,0.75,1.52,3.95,31014,24359,1.27,977,2690,--  ,14.88,--  ,--  ,14.8,0.09,1926,29,0.0002,0,-1.01,3.67,-7.06,-7.49,0.56,         38.98亿,66.5,18.2,0.55,平台整理,13,5,4,1.01,1.01,-0.51,0,-1,-1,0.51,0,20220830,19940617,14.84,--  ,--  ,90.89,49.22,10.55,34.24,65.08,7.65,0.03,23.06,30.2,0.07,2.32,3.59,1.75,0.88,0.24,0.89,0.66,0.53,0.37,26.94,-1.18,-1.68,46589,21181,8.37万,-61.54,-45.99,1.19,-49.62,16.34,1.72,0.035㈡,3.32,0.16,1.82,-0.08,54.16,   1.07㈡,51.32,24.52,18.46,--  ,749,36,--  ,--  ,--  
000037,深南电A,-9.99,0,8.47,--  ,52.52,火力发电,能源-电力,         51.05亿,-0.94,--  ,         28.70亿,电力销售,8.47,562953,49223.9,--  ,16.61,深圳,0.55,6244,8.82,9.05,8.47,9.41,1,6.16,8.74,331801,231152,1.44,0,572,--  ,969.23,0,48.45,3.39,-9.9,4326,130,0.0038,-3,-21.36,0.71,24.56,8.04,28.13,         16.95亿,33.2,--  ,0.7,KDJ死叉,10,10,11,-6.27,-3.83,-9.99,-7.12,-3.97,-6.41,0,-2.87,20220819,19940701,6.03,2.64,--  ,29.99,15.21,-0.45,50.76,20.46,6.16,0.2,14.22,0.86,1.37,3.63,2.29,2.82,-1.02,0.28,-1.02,-1.02,-0.94,-1.28,2.25,2.01,-2.2,47020,9868,8.36万,-6561.58,-39.13,3.36,25.45,22.27,0,-0.156㈡,2.52,0.6,0.37,0.33,50.73,  -6.19㈡,-23.23,-44.29,-44.39,0.17,392,37,--  ,--  ,--  
000038,*ST大通,3.65,0,4.83,15.91,117.83,综合类,综合类-综合类,         25.25亿,0.17,4.82,         12.10亿,供应链管理,4.83,53879,2579.77,--  ,2.15,深圳,0.02,1014,4.63,4.85,4.63,4.66,0.65,4.72,4.79,23804,30075,0.79,543,861,--  ,12.27,--  ,--  ,2.51,3.73,904,60,0.0024,1,-0.41,-2.42,24.16,-43.77,3.2,          8.13亿,32.21,--  ,0.39,-- -- ,12,11,13,-0.64,4.08,-0.64,2.79,4.32,-0.41,4.32,0.86,20220901,19940808,5.23,--  ,--  ,27.63,23.2,-0.11,16.44,6.56,0.14,0.33,3.76,1.28,1.31,43.49,9.75,8.59,0.82,0,0.87,0.71,0.79,0.73,-26.16,-1.27,-1.18,19827,8492,4.10万,187.33,-29.06,1.09,-19.93,2.59,0,0.152㈡,4.44,8.32,-5,-0.24,83.96,   3.42㈡,11.96,8.37,7.23,0.02,394,38,--  ,--  ,--  
000039,中集集团,-0.63,0,7.88,8.37,20.99,运输设备,装备制造-运输设备,        181.45亿,-0.05,7.87,        181.35亿,集装箱制造,7.88,125795,9928.71,6.38,0.55,深圳,0,1167,7.92,7.97,7.82,7.93,0.63,1.89,7.89,81105,44690,1.81,3056,479,--  ,15.96,--  ,--  ,23.01,-0.55,3051,41,0.0002,-2,-2.11,-4.72,-9.11,-28.23,0.71,        139.98亿,77.15,8.66,0.82,-- -- ,9,5,11,-0.13,0.5,-1.39,-0.5,-0.51,-1.13,0.77,-0.13,20220830,19940408,53.93,--  ,30.9,1583.51,473.27,133.52,61.68,912.2,348.06,44.25,708.04,203.8,270.24,59.24,721.26,611.99,44.54,1.7,44.98,32.34,25.39,26.98,316.62,36.35,53.33,106314,16709,13.17万,-40.93,-1.45,0.9,11.69,0.59,5.84,0.471㈡,8.78,1.1,5.87,0.67,29.89,   5.36㈡,15.15,6.17,4.48,10.44,51746,39,--  ,--  ,--  
000040,东旭蓝天,2.43,0,4.22,--  ,17.23,新型电力,能源-电力,         62.75亿,0.1,4.22,         44.75亿,新能源收入,4.23,1121347,47095.67,--  ,10.58,深圳,0.07,20875,4.12,4.27,4.12,4.12,0.6,3.64,4.2,466910,654437,0.71,7115,9029,--  ,278.72,--  ,--  ,10.6,2.51,4291,261,0.0025,1,-6.85,22.32,34.39,7.93,12.41,         38.13亿,60.77,--  ,0.64,-- -- ,8,6,6,0,3.64,0,1.94,2.43,-1.17,2.43,0.49,20220829,19940808,14.87,--  ,--  ,263.26,114.11,-0.04,56.67,131.61,53,1,107.43,1.03,38.83,106.76,17.25,14.31,-1.56,0,-1.68,-1.75,-1.75,-1.69,-9.73,2.22,-0.31,77908,11598,4.89万,11.06,0.7,0.55,28.3,3.64,0,-0.118㈡,7.67,7.18,-0.65,0.15,43.35,  -1.53㈡,17.04,-9.02,-10.17,0.14,425,40,--  ,--  ,--  
000042,中洲控股,-2.47,0,8.69,11.18,16.32,全国地产,建筑地产-房地产,         57.77亿,-0.22,8.69,         57.70亿,房地产,8.7,32662,2864.64,28.06,0.49,深圳,0.01,995,8.93,8.98,8.67,8.91,1.41,3.48,8.77,20553,12109,1.7,102,158,--  ,19.91,--  ,--  ,6.64,-2.38,1313,25,0.0004,-1,-1.92,4.57,-0.69,8.22,1.65,         17.25亿,29.86,30.93,0.38,EXPMA死叉,5,10,8,0.22,0.79,-2.69,-1.57,-2.69,-3.23,0.23,-0.9,20220901,19940921,6.65,--  ,--  ,386.43,82.83,1.8,78.1,330.84,10.22,0.02,159.79,268.65,2.47,24.48,46.75,29.54,5.78,-0.02,5.81,2.56,2.58,2.35,46.28,-6.1,-7.88,13307,14918,12.96万,-6.9,18.17,0.7,-9.47,1.24,0.37,0.389㈡,12.46,3.68,6.96,-0.92,21.44,   3.12㈡,36.82,12.37,5.48,0.05,2609,42,--  ,--  ,--  
000045,深纺织Ａ,2.9,0.23,8.87,52.94,41.79,元器件,信息产业-元器件,         44.93亿,0.25,8.87,         40.54亿,偏光片,8.88,283834,24934.88,73.46,6.21,深圳,0.06,7613,8.6,8.91,8.59,8.62,0.72,3.71,8.79,127965,155869,0.82,258,1286,--  ,117.99,--  ,--  ,4.57,2.99,3370,84,0.0018,1,-2.96,16.71,23.88,-6.14,12.73,         19.78亿,44.02,166.45,1.19,阶段放量,10,6,6,-0.23,3.36,-0.35,1.97,3.14,-0.45,3.26,0.93,20220829,19940815,5.07,0.49,--  ,56.91,28.34,11.75,29.56,27.13,23.75,0.47,7.4,7.81,7.04,19.62,14.45,12.43,0.69,0.11,0.7,0.7,0.42,0.35,1.48,0.79,0.46,26670,10213,9.06万,-44.61,31.19,1.59,56.56,3.11,0.56,0.084㈡,5.59,3.87,0.29,0.16,49.8,   1.50㈡,13.99,4.77,4.85,0.35,1631,45,--  ,--  ,--  
000046,泛海控股,-4.32,-0.74,1.33,--  ,31.61,多元金融,金融-多元金融,         69.11亿,-0.06,1.33,         69.08亿,房地产销售收入,1.34,858176,11575.11,--  ,1.65,北京,0.02,8832,1.38,1.4,1.33,1.39,3.14,5.04,1.35,452972,405204,1.12,15326,4798,--  ,48.96,--  ,--  ,51.94,-4.23,3149,273,0.0005,-1,-5.68,-1.48,-8.9,-29.26,4.26,         26.82亿,38.81,--  ,0.78,KDJ死叉,7,13,11,-0.72,0.72,-4.32,-2.88,-3.62,-5,0,-1.44,20220831,19940912,51.96,--  ,--  ,1080.7,40.96,77.74,89.02,605.65,4.29,2.45,845.59,446.51,8.79,85.69,13.08,7.49,-16.3,5.44,-24.39,-24.12,-20.86,-14.55,-112.95,0.07,-5.37,76084,26505,3.53万,-286.59,-68.28,1.69,1059.51,5.28,0,-0.402㈡,0.79,1.65,-2.17,0,3.79, -50.94㈡,42.76,-124.62,-184.47,--  ,6172,46,--  ,--  ,--  
000048,京基智农,0.06,-0.16,17.97,--  ,--  ,区域地产,建筑地产-房地产,         94.03亿,0.01,17.97,         94.03亿,猪业产品,17.99,24363,4362.33,24.15,0.47,深圳,0.01,338,18.09,18.17,17.69,17.96,0.65,2.67,17.91,15073,9290,1.62,12,30,--  ,13.39,--  ,--  ,5.23,0.14,1898,13,0.0002,1,-2.86,-6.36,4.29,12.24,1.72,         25.49亿,27.11,--  ,0.47,空头排列,1,13,1,0.72,1.17,-1.5,-0.28,-0.66,-1.1,1.58,0.33,20220825,19941101,5.23,--  ,--  ,151.9,16.67,0.25,88.86,85.37,35.71,0.5,123.36,53.95,0.56,0.42,10.95,10.95,-1.6,-0.3,-1.81,-1.76,-1.84,-0.98,8.47,-0.83,-17.17,12972,10936,19.65万,-137.64,-57.45,5.64,-113.87,8.59,7.23,-0.352㈡,3.19,0.08,1.62,-0.16,10.98, -11.05㈡,0.01,-14.58,-16.04,0.18,2293,48,--  ,--  ,--  
000049,德赛电池,5,-0.03,52.72,25.75,32.22,电气设备,装备制造-电气设备,        158.30亿,2.51,52.71,        157.36亿,智能手机类,52.72,135862,71267.87,19.94,4.55,深圳,0.04,1147,51.01,53.99,50.48,50.21,0.98,6.99,52.46,64646,71216,0.91,56,8,--  ,323.4,--  ,--  ,2.98,5.08,4146,33,0.0011,1,-4.13,22.41,37.22,-8.42,8.29,         86.40亿,54.58,19.02,2.11,-- -- ,10,8,3,1.59,7.53,0.54,4.48,3.35,-2.35,4.44,0.52,20220902,19950320,3,--  ,--  ,105.75,35.2,1.49,65.3,75.38,16.4,3.02,54.47,24.3,39.1,1.67,94.78,85.87,3.9,-0.13,3.91,3.07,3.07,2.97,29.41,0.01,1.73,35156,4662,24.58万,14.32,23.34,4.5,30900.52,1.67,1.42,1.020㈡,11.72,0.56,9.79,0,33.29,   8.73㈡,9.4,4.11,3.24,2.62,10565,49,--  ,--  ,--  
000050,深天马Ａ,0.76,0.11,9.28,30.81,41.79,元器件,信息产业-元器件,        228.08亿,0.07,9.27,        220.47亿,显示屏及显示模组,9.28,61113,5669.95,14.79,0.26,深圳,0,1695,9.23,9.33,9.23,9.21,0.77,1.09,9.28,30429,30684,0.99,200,114,--  ,14.21,--  ,--  ,23.76,0.85,2361,26,0.0001,1,-3.34,-6.45,-0.54,-28.34,0.53,        106.38亿,46.64,16.5,1.15,-- -- ,10,5,11,0.22,1.3,0.22,0.76,0.54,-0.54,0.54,0,20220830,19950315,24.58,--  ,--  ,799.36,302.75,--  ,62.13,213.76,241.69,20.54,183.06,47.11,50.78,262.35,157.38,134.59,3.16,-0.13,3.38,3.7,3.7,-2.37,15.07,22.05,47.3,91031,12593,11.69万,-30.19,-6.69,0.75,10.34,1.45,0.75,0.151㈡,12.32,10.67,0.61,0.9,37.87,   1.22㈡,14.48,2.01,2.35,14.8,26797,50,--  ,--  ,--  
000055,方大集团,1.66,0,5.5,26.21,--  ,装修装饰,建筑地产-建筑,         59.06亿,0.09,5.5,         37.17亿,幕墙系统及材料,5.51,675971,36846.22,26.58,10,深圳,0.11,14258,5.4,5.63,5.26,5.41,1.61,6.84,5.45,347338,328633,1.06,890,1760,--  ,327.67,--  ,--  ,6.76,1.75,3723,182,0.0027,2,-1.79,15.3,29.11,11.79,12.5,         29.74亿,50.35,26.44,1.15,多头排列,8,8,6,-0.18,4.07,-2.77,0.74,1.85,-2.31,4.56,0.92,20220830,19960415,10.74,3.94,--  ,124.12,55.83,0.69,54.47,51.35,6.82,0.74,41.79,7.19,5.56,0.11,16.13,12.6,1.3,0.05,1.27,1.14,1.13,1.05,43.83,-3.07,-3.02,57836,16164,8.89万,1.07,2.82,1.06,-19.27,3.66,0.91,0.100㈡,5.2,0.01,4.08,-0.29,44.98,   2.02㈡,21.92,8.03,7.09,0.73,2959,55,--  ,--  ,--  
000056,皇庭国际,2.51,0.2,4.91,--  ,--  ,房产服务,建筑地产-房地产,         57.67亿,0.12,4.91,         44.37亿,商业运营服务,4.92,229164,11213.83,--  ,2.54,深圳,0.02,4591,4.82,5.04,4.8,4.79,1.15,5.01,4.89,106981,122183,0.88,736,1559,--  ,49.69,--  ,--  ,9.04,2.59,2794,82,0.0009,2,1.66,-2.96,-1.6,-14.16,5.37,         20.96亿,36.34,--  ,0.86,KDJ金叉,10,11,8,0.63,5.22,0.21,2.09,1.87,-2.58,2.29,0.42,20220829,19960708,11.75,2.42,--  ,109.84,31.93,-0.57,71.45,13.34,0.38,0.21,55.48,0.36,2.73,17.3,3.41,0.97,-2.45,0.05,-2.38,-2.48,-2.49,-2.58,4.73,1.97,0.27,29651,22562,11.08万,-978.46,-7.62,1.81,29.22,16.93,0,-0.220㈡,2.72,1.47,0.4,0.17,29.07,  -7.80㈡,71.43,-71.82,-72.83,--  ,837,56,--  ,--  ,--  
000058,深 赛 格,3.72,0.16,6.14,--  ,13.18,商品城,商贸-商业连锁,         75.60亿,0.22,6.13,         60.46亿,电子市场及物业租赁和管理,6.14,170761,10367.61,162.98,1.73,深圳,0.08,2755,5.86,6.2,5.84,5.92,0.58,6.08,6.07,70570,100191,0.7,2398,1262,--  ,142.4,--  ,--  ,9.85,3.8,2841,60,0.0006,1,-4.21,3.02,9.64,-8.63,5.92,         17.72亿,23.43,--  ,0.61,-- -- ,10,14,2,-1.01,4.73,-1.35,2.53,4.78,-0.97,5.14,1.18,20220831,19961226,12.31,2.46,--  ,55.08,19.04,5.7,55.08,35.48,2.69,0.24,22.34,17.31,2.79,1.77,8.42,7.4,0.04,-0.01,0.04,-0.18,-0.24,-0.28,3.21,-0.35,-2.23,68402,7821,4.80万,-149.75,-11.76,3.97,-214,8.98,0.16,-0.020㈡,1.55,0.14,0.26,-0.03,34.57,  -1.25㈡,12.04,0.52,-2.19,0.04,11590,58,--  ,--  ,--  
000059,华锦股份,1.07,0.13,7.58,12.1,7.02,石油加工,能源-石油,        121.24亿,0.08,7.57,        121.24亿,原油加工及石油制品,7.58,302532,22786.9,13.56,1.89,辽宁,0.03,8315,7.44,7.7,7.3,7.5,0.54,5.33,7.53,134626,167906,0.8,418,779,--  ,195.45,--  ,--  ,15.99,1.15,3501,86,0.0005,2,-0.39,32.06,16.98,7.37,3.57,         64.21亿,52.96,16.72,0.57,多头排列,8,5,1,-0.8,2.67,-2.67,0.4,1.88,-1.56,3.84,0.67,20220825,19970130,15.99,--  ,--  ,304.63,144.28,6.16,50.61,158.09,119.85,11.91,85.85,67.89,2.08,64.82,241.58,188.28,6.64,0.02,6.84,5.13,5.01,4.81,56.98,-21.54,-41.92,54150,15644,11.86万,-25.22,29.42,0.84,-5.63,0.5,2.88,0.313㈡,9.02,4.05,3.56,-1.35,47.36,   3.47㈡,22.06,2.75,2.12,0.55,8056,59,--  ,--  ,--  
000060,中金岭南,-0.46,-0.45,4.34,9.55,22.15,铅锌,材料-有色,        162.21亿,-0.02,4.34,        162.20亿,有色金属贸易业务,4.35,217460,9439.71,13.84,0.58,深圳,0.01,648,4.34,4.37,4.32,4.36,0.54,1.15,4.34,110548,106912,1.03,1999,344,--  ,56.12,--  ,--  ,37.37,-0.37,3430,63,0.0002,-3,-3.77,-0.91,-3.98,-9.96,0.89,        105.63亿,65.12,11.95,0.93,平台整理,2,5,9,-0.46,0.23,-0.92,-0.46,0,-0.69,0.46,0,20220831,19970123,37.38,--  ,--  ,301.5,142.9,5.27,50.86,105.87,80.7,44.85,83.63,27.72,7.42,22.79,358.17,341.66,9.9,0.26,9.85,8.6,8.49,8.22,70.7,4.91,17.58,156035,15598,6.77万,28.1,78.05,1.18,33.06,0.45,2.18,0.230㈡,3.69,0.61,1.89,0.13,47.4,   5.94㈡,4.61,2.76,2.4,1.53,9664,60,--  ,--  ,--  
000061,农 产 品,-0.33,0.17,6.03,37.61,--  ,农业综合,日常消费-农林牧渔,        102.33亿,-0.02,6.03,        102.33亿,农产品批发市场经营,6.04,69970,4226.77,27.35,0.41,深圳,0,949,6.05,6.1,6,6.05,0.67,1.65,6.04,39498,30472,1.3,469,1248,--  ,19.54,--  ,--  ,16.97,-0.25,1801,39,0.0002,-1,-1.79,3.79,-6.51,-4.59,1.02,         41.20亿,40.26,35.03,0.6,平台整理,3,1,9,0,0.83,-0.83,-0.17,-0.33,-1.15,0.5,-0.17,20220830,19970110,16.97,--  ,--  ,207.68,56.79,18.38,63.81,39.41,19.78,15.32,79.84,9.25,1.85,27.83,18.76,12.54,3.15,0.48,3.17,1.93,1.36,1.09,8.61,4.78,0.82,60497,11294,6.81万,-37.63,-8.9,1.8,21.41,5.45,1.16,0.080㈡,3.35,1.64,0.51,0.28,27.34,   2.40㈡,33.14,16.81,10.31,0.05,4807,61,--  ,--  ,--  
000062,深圳华强,-1.13,0.08,13.14,13.16,17.51,批发业,商贸-商业连锁,        137.43亿,-0.15,13.13,        137.25亿,电子元器件授权分销分部,13.14,118947,15573.96,15.56,1.14,深圳,0.02,1883,13.36,13.43,12.88,13.29,0.57,4.14,13.09,65319,53628,1.22,128,30,--  ,72.81,--  ,--  ,10.45,-1.04,3226,37,0.0004,-1,-4.44,4.45,8.96,-22.39,3.91,         40.01亿,29.11,14.14,1.09,阶段放量,8,6,11,0.53,1.05,-3.09,-1.5,-1.65,-2.16,2.02,0.38,20220826,19970130,10.46,--  ,--  ,168.68,64.91,7.15,57.28,124.22,2.3,1.68,77.4,31.66,52.57,6.55,132.26,118.44,7.23,0.72,7.25,5.97,5.22,5.35,43.71,8.71,6.78,30386,10021,13.17万,20.41,32.43,2.12,15.78,1.04,2.28,0.499㈡,6.21,0.63,4.18,0.83,38.48,   8.04㈡,10.45,5.47,4.52,0.89,2246,62,--  ,--  ,--  
000063,中兴通讯,1,-0.11,24.27,12.59,29.47,通信设备,信息产业-通信设备,        966.09亿,0.24,24.27,        945.21亿,通讯设备类制造行业,24.28,270318,65670.91,16.87,0.69,深圳,0,3938,24.05,24.57,23.91,24.03,0.89,2.75,24.29,128778,141540,0.91,196,96,--  ,264.79,--  ,--  ,38.95,1.08,4257,63,0.0002,1,-0.94,-4.37,-0.82,-26.9,0.94,        701.13亿,72.57,15.75,0.78,平台整理,11,5,11,0.08,2.25,-0.5,1.08,0.91,-1.22,1.51,-0.08,20220827,19971118,47.36,--  ,7.56,1797.25,549.55,17.58,68.44,1384.83,114.57,79.46,846.62,418.48,179.37,256.85,598.18,376.63,52.67,6.71,52.12,45.47,45.66,37.25,237.97,35,47.3,455667,6340,15.39万,11.95,12.71,2.09,32.84,1.92,1.24,0.960㈡,11.6,5.42,5.02,0.74,30.58,   8.31㈡,37.04,8.81,7.6,101.51,72584,63,--  ,--  ,--  
000065,北方国际,0,-0.46,10.5,13.52,7.75,建筑工程,建筑地产-建筑,        105.18亿,0,10.5,         95.05亿,货物贸易,10.51,476092,50229.84,16.86,5.26,北京,0.2,9626,10.55,10.84,10.18,10.5,0.53,6.29,10.55,243775,232317,1.05,412,60,--  ,809.71,--  ,--  ,9.05,0.09,4063,117,0.0013,0,-13.65,42.08,24.41,35.83,12.14,         41.16亿,39.14,14.24,0.55,-- -- ,6,5,6,0.48,3.24,-3.05,0.48,-0.47,-3.14,3.14,-0.48,20220819,19980605,10.02,--  ,--  ,216.32,76.85,6.86,61.3,137.08,21.66,15.66,85.77,11.15,44.11,18.94,53.93,45.79,4.94,0,4.96,4.44,3.89,4.44,42.97,-6.12,7.45,39182,10006,10.51万,41.83,22.54,1.39,-17.2,1.95,0.59,0.460㈡,7.53,1.89,4.29,-0.61,35.53,   5.06㈡,15.09,9.16,8.23,0.09,1911,65,--  ,--  ,--  
000066,中国长城,1.42,0,9.26,--  ,51.12,IT设备,信息产业-IT设备,        298.71亿,0.13,9.26,        291.39亿,网络安全与信息化,9.27,166624,15357.29,49.98,0.53,深圳,0,2546,9.17,9.33,9.12,9.13,0.93,2.3,9.22,78264,88360,0.89,1212,885,--  ,68.68,--  ,--  ,31.47,1.51,2771,60,0.0002,2,0.32,-10.27,-13.13,-34.37,0.87,        177.03亿,59.27,77.98,1.16,KDJ金叉,13,5,11,0.44,2.19,-0.11,0.99,0.98,-0.75,1.54,0.44,20220901,19970626,32.26,--  ,--  ,346.47,135.02,10.85,57.9,214.96,42.74,6.38,143.16,81.83,51.07,47.1,64.01,50.44,-2.46,0.09,-2.49,-2.57,-2.98,-3.24,46.38,-18.57,8.22,181580,10529,9.75万,-258.38,-10.95,2.21,-16.08,4.67,0.51,-0.090㈡,4.19,1.46,1.44,-0.58,38.97,  -2.20㈡,21.2,-3.85,-4.01,6.23,16838,66,--  ,--  ,--  
000068,华控赛格,10.13,0,4.13,--  ,28.74,环境保护,公用事业-环境保护,         41.58亿,0.38,4.13,         41.58亿,建筑材料,--  ,561303,22388.8,--  ,5.58,深圳,0.26,1217,3.89,4.13,3.7,3.75,5.2,11.47,3.99,306751,254552,1.21,561996,0,--  ,560.74,1,23210.44,10.07,10.22,1570,358,0.0036,2,18,7.83,20.76,19.36,10.18,         22.77亿,54.76,--  ,0.43,MACD金叉,14,12,12,3.73,10.13,-1.33,6.4,6.17,0,11.62,3.73,20220901,19970611,10.07,--  ,--  ,41.53,2.37,3.97,84.74,11.62,1.93,0.94,22.15,0.91,4.57,11.93,4.98,4.45,-0.22,-0.01,-0.23,-0.24,-0.26,-0.25,-21.2,0.58,-0.26,38157,14447,5.97万,41.71,172.97,17.54,71.33,8.35,0,-0.026㈡,0.24,1.19,-2.11,0.06,5.71, -11.05㈡,10.73,-4.39,-4.88,0.09,672,68,--  ,--  ,--  
000069,华侨城Ａ,-3.01,0,5.16,200.66,--  ,旅游景点,社会服务-旅游,        423.21亿,-0.16,5.15,        364.11亿,旅游综合业务,5.16,889391,46147.61,11.14,1.26,深圳,0,6573,5.33,5.33,5.13,5.32,2.08,3.76,5.19,511454,377937,1.35,7757,2058,--  ,31.71,--  ,--  ,70.56,-2.92,4018,221,0.0003,-3,-4.45,-6.35,-5.67,-25.65,2.36,        194.51亿,45.96,18.24,0.78,MACD死叉,14,9,13,0.19,0.19,-3.57,-2.44,-3.19,-3.19,0.58,-0.56,20220830,19970910,82.02,--  ,--  ,4733.73,801.73,416.88,74.26,3726.11,217.8,118.58,2320.29,2556.55,11.04,50.88,163.96,123.46,10.21,1.38,10.65,7.5,1.05,-2.11,613.22,-62.02,-174.56,126012,29914,15.44万,-93.34,-28.76,0.55,-6.82,2.58,1.9,0.010㈡,9.4,0.62,7.48,-0.76,16.94,   0.13㈡,24.7,6.23,4.58,--  ,24526,69,--  ,--  ,--  
000070,特发信息,7.12,0,6.92,31.57,29.47,通信设备,信息产业-通信设备,         58.45亿,0.46,6.91,         57.63亿,线缆销售,6.92,274781,18717.17,--  ,3.3,深圳,0,6743,6.51,7.04,6.51,6.46,2.02,8.2,6.81,103425,171356,0.6,560,1437,--  ,3.65,--  ,--  ,8.33,7.21,3664,75,0.0009,1,0.28,-2.54,17.49,6.46,5.4,         35.24亿,60.3,--  ,0.86,KDJ金叉,12,10,11,0.77,8.98,0.77,5.42,6.3,-1.7,6.3,1.7,20220830,20000511,8.45,--  ,--  ,86.71,18.93,5.51,71.82,57.64,5.57,1.92,37.36,12.98,23.18,11.12,18.87,16.11,1.28,1.25,1.29,1.1,0.93,-0.15,-0.85,-3.73,-3.96,62300,8175,5.66万,639.71,-17.81,3.21,-15.69,3.1,0,0.110㈡,2.16,1.32,-0.1,-0.44,21.83,   4.89㈡,14.61,6.77,5.81,1.03,2773,70,--  ,--  ,--  
000078,海王生物,1.74,0.29,3.51,42.44,15.22,医药商业,商贸-商业连锁,         96.55亿,0.06,3.5,         92.00亿,采购商品,3.51,135310,4717.45,103.49,0.52,深圳,0,1697,3.46,3.52,3.45,3.45,0.67,2.03,3.49,49914,85396,0.58,135,12039,--  ,1.35,--  ,--  ,26.21,1.82,1814,75,0.0003,1,0.57,4.78,-5.14,-0.57,0.96,         49.31亿,51.07,144.5,0.42,平台整理,5,5,2,0.29,2.03,0,1.16,1.45,-0.28,1.74,0.58,20220825,19981218,27.51,--  ,--  ,366.3,59.26,14.82,79.78,307.57,11.41,4.27,286.27,33.66,187.28,23.1,181.21,160.96,2.63,0.14,2.57,1.8,1.14,0.98,10.99,7.85,-3.17,155386,9040,3.17万,-18.88,-10.46,1.63,12.3,0.53,0,0.040㈡,2.15,0.84,0.4,0.29,16.18,   1.92㈡,11.18,1.45,0.99,0.26,9657,78,--  ,--  ,--  
000088,盐 田 港,0.2,0.2,5.12,24.51,9.22,港口,交通运输-交通设施,        115.16亿,0.01,5.11,        115.16亿,港口货物装卸运输,5.12,48151,2466.42,24.96,0.21,深圳,0,383,5.11,5.17,5.09,5.11,0.52,1.57,5.12,22465,25686,0.87,1329,1677,--  ,8.28,--  ,--  ,22.49,0.28,1614,30,0.0001,1,-1.72,4.07,1.39,-2.85,0.66,         37.53亿,32.59,24.63,0.59,平台整理,3,14,11,0,1.17,-0.39,0.2,0.2,-0.97,0.59,0,20220818,19970728,22.49,--  ,--  ,148.72,92.88,13.49,28.47,18.08,38.71,2.34,8.45,0.09,0.39,16.94,3.74,2.35,2.76,2.09,2.77,2.53,2.35,2.31,43.25,2.7,-1.16,68027,10777,5.52万,2.72,20.98,1.24,42.58,30.8,0.59,0.104㈡,4.13,0.75,1.92,0.12,62.46,   2.53㈡,37.2,73.76,67.57,0.01,847,88,--  ,--  ,--  
